RESOLVE,Conf,Type,SFR,mu-delta,NNdist-kd,NNdist-proj,F16,21cm,Simbad,NED,ra,dec
rf0158,0,0,0.16547939,9.39313602,1.11584317,0.18595,1,2,Simbad,NED,19.687,-0.9061
rf0160,,,0.12541933,7.50495625,0.07640435,0.077046,0,2,Simbad,NED,19.7689,-0.1384
rf0161,0,0,0.01904044,9.57666397,0.07640435,0.076771,1,2,Simbad,NED,19.8209,-0.1137
rf0582,,,0.02590662,7.78459692,1.20196924,0.37709001,1,0,Simbad,NED,19.9326,-0.3826
rf0162,,,0.0246923,8.62574577,1.43171914,0.20765001,1,0,Simbad,NED,19.9723,-0.0876
rf0163,,,0.06896919,7.54439259,2.75812076,1.39740002,1,2,Simbad,NED,19.9946,0.7222
rf0164,0,0,0.24022369,8.92203903,1.01245319,0.2481,0,2,Simbad,NED,20.0326,0.0771
rf0165,1,2,0.02679828,8.33912277,1.82012482,0.85649002,1,1,Simbad,NED,20.2436,-1.1586
rf0166,3,1,0.73915404,9.16717052,0.87559988,0.36443999,1,2,Simbad,NED,20.3195,-0.5443
rf0583,0,0,0.04617312,6.89356089,1.13428307,0.26124001,1,1,Simbad,NED,20.3654,0.7103
rf0167,0,0,0.02540645,9.16615582,1.52985157,0.36502001,1,2,Simbad,NED,20.4522,0.9431
rf0585,,,0.0138113,8.01115608,1.01066899,0.25705001,1,1,Simbad,NED,20.4908,0.5738
rf0168,0,0,0.00754615,8.38334942,0.15718553,0.15837,1,2,Simbad,NED,20.5879,-0.486
rf0586,,,0.00313467,8.23246002,1.02037292,0.19211,1,1,Simbad,NED,20.6434,0.8665
rf0169,3,1,0.0872072,8.78771019,1.84342528,0.46506,1,2,Simbad,NED,20.6637,-0.0965
rf0170,0,0,0.02433317,9.10542011,1.13492134,0.19942001,1,2,Simbad,NED,20.6676,0.7211
rf0171,0,0,0.07432393,8.42705822,0.15718553,0.15827,1,2,Simbad,NED,20.6917,-0.4264
rf0172,0,0,0.00852135,8.09359074,0.15889193,0.15831,1,1,Simbad,NED,20.7537,1.2089
rf0173,0,0,0.04827308,9.17417908,0.58595501,0.25419,1,2,Simbad,NED,20.855,0.7552
rf0174,0,0,0.00851774,8.3608942,0.05206869,0.051983,0,2,Simbad,NED,20.8722,1.2182
rf0175,0,0,0.03194857,7.89835548,0.05206869,0.052234,1,2,Simbad,NED,20.8804,1.1799
rf0587,,,0.02153254,8.47556305,0.03240732,0.031878,1,1,Simbad,NED,20.9571,0.2726
rf0588,,,0.03075087,7.23777914,0.64168292,0.15667,1,0,Simbad,NED,20.9734,-0.085
rf0176,0,0,0.19990374,8.80817604,0.03240732,0.032331,1,2,Simbad,NED,20.9782,0.2824
rf0177,0,0,0.06535771,8.25701618,0.21358484,0.21626,1,1,Simbad,NED,20.9783,-0.3114
rf0589,,,0.00339977,8.1122303,0.13066897,0.12689,1,1,Simbad,NED,20.9895,1.1057
rf0178,,,0.10035827,9.08961487,0.13066897,0.13007,1,2,Simbad,NED,21.062,1.0489
rf0590,,,0.00872764,8.05142975,0.29200551,0.14783999,1,0,Simbad,NED,21.08,-0.0511
rf0179,0,0,0.02573019,8.68910789,0.21358484,0.20772,1,1,Simbad,NED,21.1236,-0.3693
rf0591,0,0,0.02598587,7.80439854,0.43511852,0.14966001,1,1,Simbad,NED,21.1263,-0.8885
rf0180,0,0,0.40480959,8.37064457,1.02037292,0.27812001,1,2,Simbad,NED,21.128,0.8345
rf0181,0,0,0.06837685,8.20419312,1.95763095,0.29359999,1,2,Simbad,NED,21.132,-1.1765
rf0182,0,0,0.03145149,8.90987968,0.12787305,0.12161,1,2,Simbad,NED,21.1341,-1.1987
rf0592,,,0.00218934,8.63927269,0.43511852,0.15046,1,0,Simbad,NED,21.1553,-0.7798
rf0183,0,0,0.08054806,6.47263622,1.5355826,0.16535001,0,2,Simbad,NED,21.2024,1.0368
rf0593,,,0.00195919,7.98479462,0.85439966,0.18199,1,1,Simbad,NED,21.2041,1.1743
rf0184,1,2,0.00547565,9.7358532,0.12787305,0.12728,1,2,Simbad,NED,21.2189,-1.2401
rf0185,,,0.00423834,7.98944616,0.16746945,0.16807,1,0,Simbad,NED,21.2289,-1.1083
rf0186,,,0.00412889,8.24263287,1.36356677,0.19678,1,0,Simbad,NED,21.2754,-0.4086
rf0594,,,0.00379513,8.65998745,0.29200551,0.28439,1,0,Simbad,NED,21.278,-0.1353
rf0187,1,2,0.00724071,8.68737698,0.59605831,0.084535,1,2,Simbad,NED,21.3124,-1.124
rf0595,,,0.00184451,8.59501457,0.14319717,0.14239,1,1,Simbad,NED,21.32,1.1641
rf0596,,,0.01667898,8.49468422,0.8226692,0.10902,1,1,Simbad,NED,21.34,0.1605
rf0597,0,0,0.00860875,9.02204132,0.09180156,0.090203,1,2,Simbad,NED,21.3428,-0.6442
rf0188,1,2,0.02242436,9.6007309,0.06155853,0.060814,1,2,Simbad,NED,21.3487,-1.1947
rf0189,0,0,0.00645657,8.27541161,0.15345349,0.079525,1,2,Simbad,NED,21.3494,-1.0816
rf0190,0,0,0.0350136,9.37614346,0.89902731,0.55382001,1,2,Simbad,NED,21.3714,-0.0573
rf0191,2,1,0.07096268,8.97673321,0.09180156,0.091787,1,2,Simbad,NED,21.3741,-0.7037
rf0598,,,0.00259716,8.1822052,0.06155853,0.065475,1,0,Simbad,NED,21.3922,-1.2076
rf0192,,,0.18330273,7.5103631,1.04806289,0.10312,1,2,Simbad,NED,21.4146,0.13
rf0193,0,0,0.58043236,9.2745924,0.14319717,0.14376999,1,2,Simbad,NED,21.4156,1.1782
rf0194,0,0,0.01046628,8.48900127,0.0851019,0.089074,1,2,Simbad,NED,21.4482,-1.1795
rf0195,0,0,0.03355406,9.00740242,0.8561568,0.24068999,1,2,Simbad,NED,21.4781,-0.9878
rf0599,,,0.02470542,7.61473703,1.5355826,0.36410999,1,1,Simbad,NED,21.4901,0.9667
rf0196,1,2,0.10167544,9.67535877,0.10482808,0.10534,1,2,Simbad,NED,21.5105,-1.2255
rf0600,0,0,0.00447841,7.86499357,0.7040397,0.28068,1,1,Simbad,NED,21.5231,-0.4201
rf0197,0,0,0.01656739,8.91747665,2.20909926,0.70314002,1,1,Simbad,NED,21.5569,0.3585
rf0198,0,0,0.01736383,9.23336601,0.7040397,0.15489,1,2,Simbad,NED,21.599,-0.9387
rf0199,4,2,0.08146898,7.89391804,0.71599704,0.64595997,0,2,Simbad,NED,21.6222,0.5489
rf0200,2,2,0.04989859,9.46121693,0.22927678,0.22853,1,2,Simbad,NED,21.6459,-1.1129
rf0201,2,2,0.20267469,9.08646297,1.81728296,0.14749999,1,2,Simbad,NED,21.6497,-0.8707
rf0601,,,0.00866702,8.06829453,0.15225402,0.15098999,1,0,Simbad,NED,21.6542,-0.0899
rf0202,,,0.00589711,8.89243889,0.93716622,0.13062,1,1,Simbad,NED,21.6762,-1.0878
rf0203,0,0,0.0046107,8.37230492,0.66897447,0.17422999,1,1,Simbad,NED,21.6903,-0.5464
rf0204,,,0.19550562,8.11058331,0.89902731,0.54952002,1,2,Simbad,NED,21.6905,-0.1978
rf0205,,,0.48204431,9.67165565,0.18622879,0.14194,0,2,Simbad,NED,21.7073,-0.9747
rf0602,,,0.00249822,7.75937319,0.08102927,0.084572,1,0,Simbad,NED,21.7157,-0.2225
rf0603,,,0.00294977,8.08773327,0.10325899,0.10587,1,0,Simbad,NED,21.722,-1.1892
rf0206,,,0.48090139,8.30500793,0.15225402,0.15194,0,2,Simbad,NED,21.7325,-0.0151
rf0605,,,0.00248862,8.04616261,0.22927678,0.18190999,1,0,Simbad,NED,21.7338,-1.2395
rf0207,,,0.08004044,8.16927719,0.59695997,0.13675,1,1,Simbad,NED,21.738,-0.8935
rf0606,,,0.00361643,8.74283409,0.04336594,0.043852,1,0,Simbad,NED,21.7453,-1.1131
rf0208,0,0,0.00985717,8.4012928,0.08102927,0.081396,1,2,Simbad,NED,21.7647,-0.2565
rf0209,,,0.03482336,8.84620857,0.04336594,0.044078,1,2,Simbad,NED,21.7775,-1.1223
rf0607,2,2,0.07653754,7.95332956,0.71599704,0.58389002,1,1,Simbad,NED,21.8111,1.0281
rf0210,3,2,0.01323985,7.93960428,0.21869014,0.15948001,1,0,Simbad,NED,21.8124,-0.5774
rf0608,,,0.02533898,7.87208176,1.23309195,0.32264,1,0,Simbad,NED,21.8377,-0.2691
rf0211,0,0,0.00691762,8.67733765,0.13601269,0.13533001,1,2,Simbad,NED,21.8448,-0.8658
rf0609,,,0.01227047,8.26167393,0.58432375,0.26251999,1,0,Simbad,NED,21.8631,-1.1174
rf0212,0,0,0.00977749,9.37590313,0.19966831,0.17251,1,2,Simbad,NED,21.8983,-0.9886
rf0213,0,0,0.03856774,9.38154507,0.93716622,0.25308999,1,2,Simbad,NED,21.8995,-1.1049
rf0214,1,2,0.01274911,8.38812065,0.55509258,0.30171999,1,2,Simbad,NED,21.9032,-0.5461
rf0215,0,0,0.06429139,9.75097084,0.19812429,0.20239,1,2,Simbad,NED,21.9291,-1.1394
rf0216,0,0,0.1095221,9.18505955,0.13601269,0.13747001,1,2,Simbad,NED,21.933,-0.9046
rf0611,,,0.02094116,7.24276114,0.57998253,0.57402998,1,1,Simbad,NED,21.9452,0.5009
rf0217,0,0,0.01037049,8.87547207,0.21462061,0.21308,1,1,Simbad,NED,21.9688,-0.5041
rf0218,0,0,0.00922599,8.1557436,0.21462061,0.21757001,1,1,Simbad,NED,22.0077,-0.669
rf0219,0,0,0.05462616,9.98156929,0.99899575,0.26413,1,2,Simbad,NED,22.009,-0.7383
rf0220,0,0,0.01878817,10.13086224,0.99899575,0.2419,1,2,Simbad,NED,22.156,-0.0693
rf0612,,,0.02290653,9.39177132,0.54544433,0.52117002,1,2,Simbad,NED,22.2356,0.6333
rf0221,3,1,0.36787087,9.396245,0.66559586,0.44187,0,2,Simbad,NED,22.2444,-0.9488
rf0222,,,0.15647647,9.93274593,0.88059281,0.36471999,1,2,Simbad,NED,22.2481,-0.5618
rf0223,0,0,0.13896389,8.55448532,1.08515915,0.10511,1,2,Simbad,NED,22.3608,-1.1997
rf0224,0,0,0.09034707,9.89244175,1.02606074,0.11102,1,2,Simbad,NED,22.4333,-1.2414
rf0613,,,0.00308177,7.6106081,1.09492616,0.13428999,1,0,Simbad,NED,22.4719,-1.1719
rf0225,3,2,0.14695729,7.94970322,1.63894119,0.013874,1,1,Simbad,NED,22.5151,0.7432
rf0226,3,2,0.03863827,8.24418449,1.06504705,0.014757,1,2,Simbad,NED,22.5258,0.7451
rf0614,,,0.01522725,7.52684212,0.12882618,0.12561999,1,0,Simbad,NED,22.5369,-0.7789
rf0227,1,2,0.14596096,8.1090498,0.12882618,0.12815,0,2,Simbad,NED,22.617,-0.7301
rf0228,0,0,0.00372237,8.22710705,1.02606074,0.12369,2,1,Simbad,NED,22.7105,-0.7498
rf0229,0,0,0.01924841,8.70595074,0.09212517,0.089841,1,1,Simbad,NED,22.8019,-0.6108
rf0230,0,0,0.02008246,9.49664879,0.09212517,0.094125,1,2,Simbad,NED,22.8456,-0.674
rf0615,0,0,0.00612764,8.05889797,4.03675745,2.01999998,1,0,Simbad,NED,22.8549,-0.886
rf0231,0,0,0.0169504,9.62823677,1.10930919,0.46535,1,2,Simbad,NED,22.86,-0.4541
rf0232,0,0,0.00795954,8.80694866,0.08064271,0.081827,1,2,Simbad,NED,22.8666,-0.9341
rf0616,,,0.00697064,7.75916815,0.34134777,0.34136,1,0,Simbad,NED,22.9184,-1.1824
rf0233,0,0,0.22009104,9.11773872,0.08064271,0.082453,0,2,Simbad,NED,22.9256,-0.9327
rf0234,0,0,0.03707213,8.89737129,0.17661311,0.17564,1,2,Simbad,NED,22.9776,-0.8145
rf0235,,,0.02752996,7.56345701,0.63831329,0.21896,1,0,Simbad,NED,23.0224,-0.726
rf0236,0,0,0.04222039,8.49974823,1.08515915,0.27026001,1,1,Simbad,NED,23.1772,-1.1004
rf0237,0,0,0.59189939,8.44007587,0.67070626,0.28202999,1,2,Simbad,NED,23.2583,-0.6898
rf0238,3,1,0.23626085,7.94739437,1.26194575,0.81044,1,2,Simbad,NED,23.2805,0.176
rf0239,4,2,0.11889549,8.64743328,0.08798191,0.084726,1,2,Simbad,NED,23.3946,-1.0908
rf0240,,,0.10485047,7.53624249,0.08798191,0.092053,1,1,Simbad,NED,23.4226,-1.1583
rf0241,0,0,0.08066134,8.32085896,1.69347224,1.25909996,1,2,Simbad,NED,23.4361,0.9531
rf0242,3,1,0.29011285,9.13708019,0.04171291,0.040826,0,2,Simbad,NED,23.5104,-1.0757
rf0243,0,0,0.0066671,8.68533993,0.01969122,0.019951,1,1,Simbad,NED,23.5316,-1.0483
rf0244,0,0,0.14775653,9.39660168,0.01969122,0.02024,1,2,Simbad,NED,23.5331,-1.0321
rf0617,,,0.00678764,7.6600666,0.09576258,0.090192,1,0,Simbad,NED,23.5707,-1.1274
rf0245,0,0,0.02868668,7.96499538,0.13730358,0.13833,1,2,Simbad,NED,23.6564,-1.0522
rf0246,3,1,0.08525839,7.47556829,1.07397022,0.43057001,0,1,Simbad,NED,23.7168,-0.6487
rf0247,1,1,0.04520389,8.82754707,0.95800441,0.29286999,1,1,Simbad,NED,23.7866,0.7178
rf0618,,,0.01707855,8.18063927,0.23596963,0.23777001,1,0,Simbad,NED,23.8071,-1.177
rf0248,0,0,0.34349149,8.40706635,0.88152749,0.52995998,0,2,Simbad,NED,23.9027,0.0149
rf0619,,,0.03389806,7.04849625,1.00194316,0.32574001,1,1,Simbad,NED,23.9337,-0.388
rf0249,0,0,1.00375915,9.09560204,0.88152749,0.28933999,0,2,Simbad,NED,24.0007,0.6636
rf0620,,,0.01720635,7.82189798,1.92225118,0.34064001,1,0,Simbad,NED,24.0555,-0.6104
rf0250,0,0,0.08339286,8.79073143,1.69347224,0.77048999,0,2,Simbad,NED,24.2964,0.8824
rf0251,0,0,0.35032904,8.06461525,1.65857803,0.47332999,1,2,Simbad,NED,24.405,0.0403
rf0252,0,0,0.02577826,8.1568985,0.22479687,0.22509,1,1,Simbad,NED,24.6346,-0.5163
rf0621,,,0.04088906,6.93348122,0.90743253,0.22944,1,1,Simbad,NED,24.6457,0.335
rf0253,0,0,0.00742893,9.77685452,0.22479687,0.2252,1,2,Simbad,NED,24.6788,-0.3479
rf0254,0,0,0.08946577,10.02945232,1.66802793,0.93278998,1,2,Simbad,NED,24.6975,1.0719
rf0255,,,0.04833969,7.90521431,1.10372174,0.24279,1,1,Simbad,NED,24.8215,0.3395
rf0622,0,0,0.03663859,7.10795212,0.76106963,0.31933001,1,1,Simbad,NED,24.9792,-0.2547
rf0256,0,0,0.28149402,8.71889019,0.4634267,0.35859001,0,2,Simbad,NED,25.0604,-0.5151
rf0257,1,1,0.04055035,8.14739418,1.10372174,0.33339,1,1,Simbad,NED,25.2206,-0.2137
rf0623,,,0.00647052,8.48952579,0.44630096,0.41525999,1,0,Simbad,NED,25.3146,-0.7046
rf0258,0,0,0.3874107,8.04996204,0.44630096,0.43921,1,2,Simbad,NED,25.6289,-0.8193
rf0259,3,1,0.23765951,8.00834751,1.46302432,0.7658,1,2,Simbad,NED,26.264,-0.301
rf0260,0,0,0.05644577,8.17138004,0.80117967,0.53898001,1,1,Simbad,NED,26.7279,-0.6139
rf0261,3,1,0.09322546,7.38369226,0.33944803,0.26538,1,1,Simbad,NED,26.9578,-0.3041
rf0262,0,0,0.04777133,8.14441967,0.20737465,0.20985,1,1,Simbad,NED,27.1257,-0.2126
rf0263,0,0,0.13262896,9.09307766,0.20737465,0.20479,1,2,Simbad,NED,27.1275,-0.0628
rf0264,0,0,0.26486224,8.0729332,1.55862385,0.88885999,1,2,Simbad,NED,27.5296,-0.7398
rf0624,,,0.01778774,7.82835388,1.46235529,0.60434997,1,1,Simbad,NED,27.7635,0.3106
rf0625,,,0.00958219,7.94131422,1.46067097,0.39471,1,0,Simbad,NED,27.9186,-0.0711
rf0265,0,0,0.10579664,8.47437954,1.52079728,0.3624,1,1,Simbad,NED,28.1012,-0.2854
rf0266,0,0,0.15329748,8.80197239,0.78362941,0.45291999,0,1,Simbad,NED,28.2243,-0.9021
rf0626,,,0.03538251,7.52506208,0.78362941,0.45646,0,0,Simbad,NED,28.3582,-1.1892
rf0627,,,0.0244298,7.49603271,5.26281017,1.67639995,1,1,Simbad,NED,28.4094,1.1619
rf0267,0,0,1.10999763,7.85798788,0.04592734,0.044974,0,2,Simbad,NED,28.497,-0.7504
rf0628,,,0.02659678,7.3575654,0.20925774,0.21610001,1,0,Simbad,NED,28.507,-0.0465
rf0268,0,0,0.13994168,7.31350613,0.04592734,0.044485,1,2,Simbad,NED,28.5335,-0.7422
rf0269,1,1,0.07797973,7.48904705,1.46235529,0.21514,1,1,Simbad,NED,28.5652,0.087
rf0270,,,0.52770442,10.03354645,0.13111544,0.13145,1,2,Simbad,NED,28.5933,-0.6284
rf0271,0,0,0.06927595,9.29790783,0.09780136,0.095416,1,2,Simbad,NED,28.6099,-0.2119
rf0272,0,0,0.03161414,8.89014149,0.13111544,0.13031,1,2,Simbad,NED,28.6238,-0.5262
rf0273,0,0,0.03298735,7.20201826,1.15916221,0.65731001,1,1,Simbad,NED,28.6236,1.1923
rf0274,0,0,0.03250264,9.32298851,0.1310567,0.079593,1,2,Simbad,NED,28.6364,-0.7701
rf0275,,,0.0011306,8.97639751,0.03507955,0.034142,1,1,Simbad,NED,28.6502,-0.1562
rf0276,0,0,0.01659197,8.37195778,0.1058888,0.10701,1,2,Simbad,NED,28.6518,-0.0714
rf0277,1,2,0.16074386,9.97991467,0.03507955,0.03582,1,2,Simbad,NED,28.6711,-0.1432
rf0278,,,0.02880302,7.51063156,2.09307623,0.59859002,1,1,Simbad,NED,28.6745,0.6118
rf0279,,,0.03425063,7.67124176,1.11708513,0.25670001,1,1,Simbad,NED,28.6809,-0.2786
rf0280,,,0.05578161,8.46482468,1.55862385,0.086965,1,1,Simbad,NED,28.6938,-0.7389
rf0281,0,0,0.0578516,10.18618965,0.07979526,0.078678,1,2,Simbad,NED,28.7213,-0.597
rf0629,,,0.02091207,7.64381123,0.15960733,0.16497,0,1,Simbad,NED,28.7432,-0.4749
rf0630,0,0,0.06272176,7.92128515,0.07979526,0.079813,1,2,Simbad,NED,28.7577,-0.6263
rf0282,,,0.02982493,7.26942921,1.52079728,0.17331,0,1,Simbad,NED,28.7649,0.0129
rf0631,,,0.02522778,7.84711027,1.12931411,0.16096,1,1,Simbad,NED,28.8621,0.1044
rf0632,,,0.0282617,7.67402935,2.57187149,1.24329996,0,1,Simbad,NED,28.8678,0.9505
rf0283,0,0,0.12351705,9.93433189,0.32873355,0.32760999,1,2,Simbad,NED,28.8995,-0.3912
rf0633,,,0.04137382,7.45410633,0.32873355,0.26449001,1,1,Simbad,NED,28.9078,-0.5839
rf0284,0,0,0.07320113,8.91655445,1.15916221,0.26696,1,2,Simbad,NED,29.0441,0.2545
rf0285,0,0,0.08587243,7.31859398,1.61216375,0.80084002,1,2,Simbad,NED,29.145,-1.1827
rf0634,,,0.00624195,8.12249184,1.23067338,0.60676998,1,0,Simbad,NED,29.1783,-0.766
rf0286,0,0,0.05483431,10.02836037,0.23950811,0.23917,1,2,Simbad,NED,29.2286,-0.6402
rf0635,,,0.023773,6.80660295,0.89078678,0.59626001,1,0,Simbad,NED,29.2337,-0.8154
rf0287,0,0,0.29247123,8.20837212,0.63311648,0.58803999,0,2,Simbad,NED,29.2722,-0.4684
rf0636,,,0.00725535,8.29093838,0.23950811,0.24000999,1,0,Simbad,NED,29.301,-0.4928
rf0637,,,0.00672391,7.74073315,0.04618804,0.044619,1,0,Simbad,NED,29.6273,-0.5055
rf0288,0,0,0.03474156,9.44482899,0.04618804,0.045416,1,2,Simbad,NED,29.646,-0.4855
rf0289,0,0,0.02047697,7.80152416,0.22297549,0.22112,0,1,Simbad,NED,29.649,0.1492
rf0638,,,0.1674353,8.48560524,0.07862023,0.079562,1,2,Simbad,NED,29.6587,0.4855
rf0291,,,0.1630418,8.06972218,1.01462853,0.34687001,1,2,Simbad,NED,29.6824,0.7613
rf0640,,,0.03979647,9.74470043,0.10836204,0.10958,1,2,Simbad,NED,29.7178,0.5684
rf0292,0,0,0.69480246,9.10694981,0.22297549,0.22527,1,2,Simbad,NED,29.7975,0.11
rf0641,,,0.03135646,7.57570934,0.30732197,0.30934,1,2,Simbad,NED,29.7975,0.3779
rf0642,,,0.08413357,7.95669079,0.90892586,0.90614003,0,1,Simbad,NED,29.9193,0.721
rf0643,,,0.04766466,7.61590958,1.01462853,0.45085999,1,1,Simbad,NED,30.0363,0.4641
rf0293,1,2,0.06951702,9.88507271,2.02464849,0.45749,1,2,Simbad,NED,30.0653,0.1993
rf0644,1,1,0.03836939,6.90964651,0.48033635,0.46379,1,1,Simbad,NED,30.2894,0.0861
rf0645,,,0.02186344,7.21405506,0.21895922,0.21546,1,0,Simbad,NED,30.4731,-0.2558
rf0294,0,0,1.08206356,8.74695969,0.04404465,0.044175,1,2,Simbad,NED,30.5492,-0.1303
rf0295,0,0,0.73262239,9.05718327,0.04404465,0.043933,0,2,Simbad,NED,30.5517,-0.1009
rf0646,,,0.02219372,7.86233616,1.26663304,0.47297999,1,1,Simbad,NED,30.8577,-0.8205
rf0647,,,0.02459673,7.85607958,2.11075721,0.73133999,1,1,Simbad,NED,30.8578,0.9603
rf0648,,,0.01911006,7.49083328,1.7805128,0.44936001,1,0,Simbad,NED,30.9224,-1.1265
rf0296,3,1,0.0675078,7.63176966,3.3589645,2.58920002,0,2,Simbad,NED,30.9226,1.1976
rf0297,0,0,0.05548195,8.99424744,0.68354818,0.54439002,1,2,Simbad,NED,31.1273,0.4312
rf0298,0,0,0.16147727,7.90292358,1.05299471,0.48809999,1,2,Simbad,NED,31.1966,0.8351
rf0299,0,0,0.09816989,7.63773727,1.0159718,0.55304998,0,2,Simbad,NED,31.2001,1.2078
rf0649,,,0.07381938,8.41822338,1.84578954,0.75449002,1,2,Simbad,NED,31.2296,0.7705
rf0300,0,0,0.15237691,7.45562983,1.18877829,0.63393998,1,2,Simbad,NED,31.3262,0.0557
rf0301,0,0,0.02010161,9.72750092,0.68354818,0.47670001,1,2,Simbad,NED,31.4433,0.6261
rf0650,,,0.03967153,7.48998499,2.24206107,0.76536,1,1,Simbad,NED,31.6257,0.9735
rf0302,0,0,0.81763798,8.3978405,1.26663304,1.20630002,0,2,Simbad,NED,31.6772,-0.8601
rf0303,4,1,0.26528829,7.35547733,0.04749208,0.04826,1,2,Simbad,NED,31.7495,1.0137
rf0651,,,0.03863801,7.18377113,0.04749208,0.048147,0,1,Simbad,NED,31.7633,1.0423
rf0304,0,0,0.05587773,7.26455593,1.00366041,0.5273,1,1,Simbad,NED,31.8692,0.6855
rf0652,,,0.02074777,7.71775818,1.16363561,0.91303003,1,1,Simbad,NED,31.945,0.0355
rf0653,,,0.03802166,7.84866524,1.62991186,0.78334999,1,1,Simbad,NED,32.1904,0.4848
rf0305,4,1,0.24573137,7.51107693,0.46800396,0.42835,1,2,Simbad,NED,32.201,0.8007
rf0654,,,0.05261528,8.52636814,0.17708202,0.17648999,1,1,Simbad,NED,32.2752,1.1838
rf0655,,,0.0186922,8.26874542,0.89792408,0.35321,1,1,Simbad,NED,32.3333,1.0453
rf0656,,,0.01326881,7.68698692,0.55825015,0.36759001,1,1,Simbad,NED,32.3465,0.8909
rf0657,,,0.04515091,7.7605238,0.14557773,0.14631,1,1,Simbad,NED,32.3736,1.1684
rf0658,,,0.02242751,10.34169197,0.14557773,0.14449,1,2,Simbad,NED,32.4003,1.0912
rf0306,4,2,0.16470684,7.73166895,0.46800396,0.34964001,1,2,Simbad,NED,32.4874,0.8766
rf0307,0,0,0.02201795,9.6949358,0.15330089,0.15154,1,2,Simbad,NED,32.6755,-0.6383
rf0308,,,0.03524626,8.29703999,0.52788404,0.45364001,1,1,Simbad,NED,32.7421,1.2058
rf0309,3,2,0.1180671,8.697258,0.01185426,0.011181,1,2,Simbad,NED,32.7766,-0.6552
rf0310,3,2,0.13864294,10.12377071,0.01185426,0.011351,1,2,Simbad,NED,32.7845,-0.6546
rf0311,,,0.02958073,8.30682373,1.42659069,0.05526,1,1,Simbad,NED,32.8177,-0.6499
rf0312,,,0.82974738,7.63413858,0.01388652,0.01337,0,2,Simbad,NED,32.9995,1.2184
rf0313,,,0.41994041,8.1414423,0.01388652,0.013255,1,2,Simbad,NED,33.0018,1.2259
rf0659,,,0.04595817,7.25627613,0.0523694,0.053065,1,1,Simbad,NED,33.028,1.2093
rf0314,3,2,0.14508346,7.64244556,1.42659069,0.48104,1,2,Simbad,NED,33.2314,-0.467
rf0315,0,0,1.39695144,9.35661411,0.42026252,0.42006999,1,2,Simbad,NED,33.41,-0.7171
rf0316,0,0,0.34011242,8.71537399,0.42026252,0.42012,1,2,Simbad,NED,33.5075,-0.9774
rf0317,,,0.12493472,7.7028513,1.82358131,0.69028002,1,1,Simbad,NED,34.0158,0.9176
rf0660,,,0.02724221,7.24791908,0.0520281,0.050938,1,0,Simbad,NED,34.1651,-0.6546
rf0661,,,0.01021611,7.30067396,0.31309658,0.29791999,1,1,Simbad,NED,34.1866,1.0696
rf0318,0,0,0.16973792,7.22812605,0.0520281,0.051167,1,2,Simbad,NED,34.1986,-0.6524
rf0662,,,0.03785346,7.18467522,1.82358131,0.70181,1,1,Simbad,NED,34.2612,0.6125
rf0319,0,0,0.45691901,10.10737705,0.31309658,0.31352001,1,2,Simbad,NED,34.27,1.2443
rf0663,0,0,0.07524917,7.83148289,0.31692671,0.31575999,1,1,Simbad,NED,34.465,1.2244
rf0320,0,0,0.13709863,8.15828228,3.15168767,0.66843998,1,1,Simbad,NED,34.5871,0.3785
rf0321,4,1,0.18484437,7.35140896,0.85596986,0.85548002,1,2,Simbad,NED,34.7494,-0.6014
rf0322,0,0,0.0605881,7.77086782,1.3238416,1.32070005,1,1,Simbad,NED,35.2817,1.2182
rf0664,,,0.0449342,7.57036829,2.31126074,0.98457998,1,1,Simbad,NED,35.4426,0.5647
rf0665,,,0.10898853,7.13440847,2.97078045,2.72819996,1,1,Simbad,NED,35.4632,-0.9624
rf0666,,,0.02533203,7.55100346,0.75191588,0.74445999,1,1,Simbad,NED,35.782,0.9904
rf0667,,,0.04224469,7.40977573,0.75191588,0.70736003,1,1,Simbad,NED,36.1633,0.8044
rf0324,3,1,0.25528142,9.53457451,1.26742072,0.69994003,1,2,Simbad,NED,36.5052,1.0181
rf0325,0,0,1.75583065,8.78703976,1.05889789,0.28061,1,2,Simbad,NED,36.5281,-0.3317
rf0326,0,0,0.08809469,7.57157564,0.54640595,0.27722001,1,1,Simbad,NED,36.5966,-0.4919
rf0668,,,0.01127838,8.18364334,2.11560511,2.0947001,1,1,Simbad,NED,36.8305,1.0256
rf0327,0,0,0.21171467,9.92383385,0.22586993,0.22585,1,2,Simbad,NED,36.8872,-0.2443
rf0669,,,0.02106286,8.1741724,0.22586993,0.2352,1,0,Simbad,NED,36.9024,-0.386
rf0670,0,0,0.03619199,7.85446453,0.48542492,0.45247,1,1,Simbad,NED,37.0433,0.0147
rf0671,,,0.02850909,8.00314713,0.87511294,0.49585,1,1,Simbad,NED,37.0606,0.6528
rf0328,0,0,0.01697722,9.18259621,0.48542492,0.40371999,1,2,Simbad,NED,37.1525,-0.2466
rf0672,,,0.00681668,8.11012173,1.91786865,0.28836,1,1,Simbad,NED,37.2173,0.8834
rf0329,0,0,1.0514375,8.28317928,0.47070716,0.24882001,1,2,Simbad,NED,37.228,0.3704
rf0330,0,0,0.12796904,10.10698032,0.14810983,0.14573,1,2,Simbad,NED,37.3735,0.7807
rf0673,,,0.00249691,8.18039417,0.1767086,0.1716,1,1,Simbad,NED,37.3875,0.8938
