#name,ra,dec,z_lens,z_source,zl_phot,zs_phot,Rein,lens_mag_i,source_mag_i,type,discovery,grade,Reference
222748+001716,336.951881,0.287892,-99.000,-99.000,0.67,-99.00,-99.00,19.21,-99.00,GG,VY,C,SuGOHI6
162822+441915,247.094020,44.321072,-99.000,-99.000,0.55,-99.00,-99.00,19.21,23.09,GG,"VY Y",C,"SuGOHI1 SuGOHI6"
141420-013645,213.586900,-1.612600,0.511,-99.000,0.49,2.22,-99.00,19.21,21.88,CG,V,A,"SuGOHI6 SuGOHI5 LinKS"
222356+042809,335.986205,4.469422,-99.000,-99.000,0.48,-99.00,-99.00,19.21,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
085441+010718,133.672693,1.121865,-99.000,-99.000,0.47,-99.00,-99.00,19.22,-99.00,GG,V,C,SuGOHI6
120738-014610,181.909980,-1.769450,-99.000,-99.000,0.47,-99.00,-99.00,19.22,-99.00,GG,,B,HOLISMOKES8
022056-020533,35.234400,-2.092600,-99.000,-99.000,0.47,0.87,-99.00,19.22,23.46,CG,V,C,"SuGOHI5 SuGOHI6"
085937-005602,134.906631,-0.933899,-99.000,-99.000,0.60,-99.00,-99.00,19.22,-99.00,GG,V,C,SuGOHI6
121223-013304,183.098700,-1.551100,-99.000,-99.000,0.40,1.09,-99.00,19.22,20.69,CG,V,C,SuGOHI5
091412-014509,138.551819,-1.752643,-99.000,-99.000,0.52,-99.00,-99.00,19.22,-99.00,GG,VY,C,SuGOHI6
020604-030156,31.520077,-3.032479,-99.000,-99.000,0.43,-99.00,-99.00,19.22,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
091101+041002,137.754628,4.167279,-99.000,-99.000,0.49,-99.00,-99.00,19.23,23.48,GG,"VY CNN Y",C,"SuGOHI1 SuGOHI10 SuGOHI6"
233240-003016,353.168890,-0.504521,-99.000,-99.000,-99.00,-99.00,-99.00,19.23,22.14,GG,Y,C,SuGOHI2
143243-004553,218.183139,-0.764837,-99.000,-99.000,0.46,-99.00,-99.00,19.23,-99.00,GG,VY,B,"HOLISMOKES8 SuGOHI6"
224301+002308,340.757947,0.385743,-99.000,-99.000,0.52,-99.00,-99.00,19.23,-99.00,GG,V,C,SuGOHI6
091723+034917,139.347000,3.821400,-99.000,-99.000,0.39,0.90,-99.00,19.23,20.55,CG,V,C,SuGOHI5
135903-011243,209.762563,-1.212037,-99.000,-99.000,0.60,-99.00,-99.00,19.24,-99.00,GG,"VY CNN",B,"HOLISMOKES6+13 SuGOHI6"
234524-000600,356.352400,-0.100000,-99.000,-99.000,0.51,0.91,-99.00,19.24,20.03,CG,V,C,SuGOHI5
085822-000345,134.593121,-0.062680,-99.000,-99.000,0.56,-99.00,-99.00,19.24,-99.00,GG,V,C,SuGOHI6
012105-002251,20.272633,-0.381048,-99.000,-99.000,0.39,-99.00,-99.00,19.24,-99.00,GG,,B,HOLISMOKES8
122056+002802,185.235010,0.467434,-99.000,-99.000,0.39,-99.00,-99.00,19.24,-99.00,GG,,B,HOLISMOKES8
224942-002625,342.428776,-0.440460,-99.000,-99.000,0.48,-99.00,-99.00,19.24,-99.00,GG,,B,HOLISMOKES8
144242+422315,220.675077,42.387773,-99.000,-99.000,0.56,-99.00,-99.00,19.24,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
091850+024758,139.710337,2.799520,0.489,-99.000,0.45,-99.00,-99.00,19.24,-99.00,GG,V,C,SuGOHI6
233146+013845,352.943370,1.645991,-99.000,-99.000,0.49,-99.00,-99.00,19.25,21.75,GG,"CNN Y",A,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI2"
085723-005727,134.348371,-0.957516,-99.000,-99.000,0.59,-99.00,-99.00,19.25,21.82,GG,"CNN Y",C,"SuGOHI1 SuGOHI10"
021951-032216,34.966255,-3.371295,0.583,-99.000,0.58,-99.00,-99.00,19.25,-99.00,GG,V,C,SuGOHI6
231444+003739,348.686420,0.627506,-99.000,-99.000,-99.00,-99.00,-99.00,19.25,22.93,GG,Y,C,SuGOHI2
091019-004807,137.582200,-0.801900,-99.000,-99.000,0.54,0.97,-99.00,19.25,20.88,CG,V,C,SuGOHI5
141807+003925,214.530009,0.657111,-99.000,-99.000,0.52,-99.00,-99.00,19.25,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI6"
020108-041845,30.283338,-4.312673,-99.000,-99.000,0.35,-99.00,-99.00,19.25,-99.00,GG,,A,"Gavazzi2014 HOLISMOKES8"
084247+014148,130.699055,1.696740,-99.000,-99.000,-99.00,-99.00,-99.00,19.25,23.32,GG,Y,C,SuGOHI1
135038+002550,207.659120,0.430628,-99.000,-99.000,0.56,-99.00,-99.00,19.26,22.60,GG,"CNN Y",B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI2"
021706-042246,34.277700,-4.379400,-99.000,-99.000,0.37,0.76,-99.00,19.26,23.08,CG,V,C,SuGOHI5
100657+002849,151.739100,0.480400,-99.000,-99.000,0.74,1.59,-99.00,19.26,25.67,CG,V,C,SuGOHI5
141837+012342,214.655493,1.395187,-99.000,-99.000,-99.00,-99.00,-99.00,19.26,21.70,GG,Y,C,SuGOHI1
220346+042644,330.943800,4.445700,-99.000,-99.000,0.51,2.39,-99.00,19.26,23.70,CG,V,B,SuGOHI5
231230+015645,348.126790,1.946017,-99.000,-99.000,-99.00,-99.00,-99.00,19.26,22.58,GG,Y,C,SuGOHI2
022107-035327,35.280670,-3.890950,-99.000,-99.000,0.44,-99.00,-99.00,19.26,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
113624-000830,174.103470,-0.141818,-99.000,-99.000,-99.00,-99.00,-99.00,19.26,21.70,GG,Y,C,SuGOHI2
091452+003324,138.717196,0.556881,-99.000,-99.000,0.76,-99.00,-99.00,19.27,-99.00,GG,V,C,SuGOHI6
021411-031130,33.549937,-3.191787,-99.000,-99.000,-99.00,-99.00,-99.00,19.27,21.49,GG,Y,C,SuGOHI1
084843+012524,132.181048,1.423543,0.521,-99.000,0.52,-99.00,-99.00,19.27,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
115006+012119,177.526356,1.355345,-99.000,-99.000,0.46,-99.00,-99.00,19.27,23.14,GG,"VY Y",C,"SuGOHI1 SuGOHI6"
113904-005102,174.768460,-0.850663,-99.000,-99.000,-99.00,-99.00,-99.00,19.27,22.51,GG,Y,C,SuGOHI2
093926+012400,144.860160,1.400168,-99.000,-99.000,-99.00,-99.00,-99.00,19.27,22.37,GG,Y,C,SuGOHI2
020111-060519,30.295847,-6.088746,-99.000,-99.000,-99.00,-99.00,-99.00,19.27,99.00,GG,Y,C,SuGOHI1
091338+024025,138.412359,2.673767,0.656,-99.000,0.59,-99.00,-99.00,19.27,-99.00,GG,VY,C,SuGOHI6
115315+012745,178.314900,1.462700,-99.000,-99.000,0.47,0.80,-99.00,19.28,20.92,CG,"CNN V",A,"SuGOHI5 SuGOHI6 HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
083745+012748,129.439950,1.463351,-99.000,-99.000,0.56,-99.00,-99.00,19.28,23.50,GG,"VY YC",C,"SuGOHI1 SuGOHI6"
140021+002420,210.087600,0.405700,-99.000,-99.000,0.38,-99.00,-99.00,19.28,23.39,CG,V,B,"HOLISMOKES8 SuGOHI5"
120513+001029,181.307402,0.174838,-99.000,-99.000,0.65,-99.00,-99.00,19.28,-99.00,GG,VY,C,SuGOHI6
233633+003838,354.138255,0.643904,-99.000,-99.000,0.32,-99.00,-99.00,19.28,-99.00,GG,,B,HOLISMOKES8
022104-021936,35.270110,-2.326804,-99.000,-99.000,0.45,-99.00,-99.00,19.28,-99.00,GG,V,C,SuGOHI6
091647-020207,139.197960,-2.035320,-99.000,-99.000,0.76,-99.00,-99.00,19.28,-99.00,GG,V,C,SuGOHI6
090248-010232,135.702040,-1.042430,-99.000,-99.000,-99.00,-99.00,-99.00,19.28,-99.00,CG,"CNN K",A,"SuGOHI10 More2016"
145325-003331,223.357429,-0.558861,-99.000,-99.000,0.43,-99.00,-99.00,19.28,-99.00,GG,"VY CNN",B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI6"
145219+431439,223.080360,43.244380,-99.000,-99.000,-99.00,-99.00,-99.00,19.28,22.61,GG,Y,C,SuGOHI2
095824+003654,149.602144,0.615175,-99.000,-99.000,0.39,-99.00,-99.00,19.28,-99.00,GG,,B,HOLISMOKES8
090106-001406,135.278193,-0.235174,-99.000,-99.000,-99.00,-99.00,-99.00,19.29,24.17,GG,Y,C,SuGOHI1
083726+015639,129.359100,1.944295,-99.000,-99.000,0.41,0.69,-99.00,19.29,20.58,CG,"V Y",B,"HOLISMOKES8 SuGOHI5 SuGOHI1 LinKS"
115428+011456,178.620300,1.249000,-99.000,-99.000,0.12,0.28,-99.00,19.29,20.11,GG,V,C,SuGOHI5
114333-011307,175.890704,-1.218729,0.520,-99.000,0.50,-99.00,-99.00,19.30,-99.00,GG,V,C,SuGOHI6
023135-025322,37.897002,-2.889544,-99.000,-99.000,-99.00,-99.00,-99.00,19.30,23.20,GG,YC,C,SuGOHI1
090520+013103,136.333988,1.517664,0.660,-99.000,0.64,-99.00,-99.00,19.30,-99.00,GG,V,C,SuGOHI6
145957-005522,224.988000,-0.923000,-99.000,-99.000,0.60,0.81,-99.00,19.30,21.16,CG,V,B,SuGOHI5
022533-053204,36.388820,-5.534600,-99.000,-99.000,0.49,-99.00,-99.00,19.30,-99.00,CG,"K V",A,"SuGOHI5 SuGOHI6 More2016"
140648+002929,211.702400,0.491500,-99.000,-99.000,0.33,-99.00,-99.00,19.30,-99.00,GG,"CNN V",B,"HOLISMOKES8 SuGOHI5 HOLISMOKES6+13"
101642+000145,154.178400,0.029300,-99.000,-99.000,0.52,-99.00,-99.00,19.30,24.12,CG,V,C,SuGOHI5
090806+011955,137.026100,1.332100,-99.000,-99.000,0.65,1.39,-99.00,19.30,23.84,CG,"VY V",B,"SuGOHI5 SuGOHI6"
092121+031744,140.340500,3.295600,-99.000,-99.000,0.33,-99.00,-99.00,19.30,-99.00,CG,V,C,SuGOHI5
090515-010155,136.313956,-1.032007,-99.000,-99.000,0.56,-99.00,-99.00,19.31,-99.00,GG,V,B,"HOLISMOKES8 SuGOHI6"
085717+011152,134.322269,1.197811,-99.000,-99.000,0.54,-99.00,-99.00,19.31,22.17,GG,"VY CNN Y",B,"HOLISMOKES6+13 SuGOHI1 SuGOHI6"
222844+003721,337.184400,0.622500,-99.000,-99.000,0.50,-99.00,-99.00,19.31,-99.00,CG,V,C,SuGOHI5
225122+052527,342.845044,5.424257,-99.000,-99.000,0.41,-99.00,-99.00,19.31,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES6+13"
023514-041854,38.812003,-4.315230,-99.000,-99.000,0.43,-99.00,-99.00,19.31,-99.00,GG,VY,C,SuGOHI6
140434+005341,211.142114,0.894764,-99.000,-99.000,-99.00,-99.00,-99.00,19.31,21.24,GG,Y,C,SuGOHI1
145615+432531,224.065228,43.425493,-99.000,-99.000,0.53,-99.00,-99.00,19.31,-99.00,GG,,B,HOLISMOKES8
221412+040335,333.552020,4.059930,-99.000,-99.000,0.49,-99.00,-99.00,19.31,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
085125-010309,132.854726,-1.052729,-99.000,-99.000,0.56,-99.00,-99.00,19.31,-99.00,GG,VY,C,SuGOHI6
224535+023439,341.399239,2.577642,0.519,-99.000,0.52,-99.00,-99.00,19.32,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
083445+032047,128.690300,3.346600,-99.000,-99.000,0.50,-99.00,-99.00,19.32,-99.00,CG,V,C,SuGOHI5
122409+002508,186.041290,0.419075,-99.000,-99.000,-99.00,-99.00,-99.00,19.32,22.75,GG,Y,C,SuGOHI2
085912-014153,134.801327,-1.698178,-99.000,-99.000,0.46,-99.00,-99.00,19.32,-99.00,GG,,B,HOLISMOKES8
225237-003634,343.157046,-0.609639,-99.000,-99.000,-99.00,-99.00,-99.00,19.32,21.69,GG,Y,C,SuGOHI1
021236-023128,33.153271,-2.524483,-99.000,-99.000,0.61,-99.00,-99.00,19.32,-99.00,GG,V,C,SuGOHI6
000814+001121,2.058700,0.189100,-99.000,-99.000,0.52,1.26,-99.00,19.33,25.30,CG,V,C,SuGOHI5
161653+542150,244.221600,54.363900,-99.000,-99.000,0.60,-99.00,-99.00,19.33,-99.00,GG,V,C,SuGOHI5
021749-025713,34.455480,-2.953680,-99.000,-99.000,0.43,-99.00,-99.00,19.33,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
000656-004051,1.733800,-0.680900,-99.000,-99.000,0.57,1.59,-99.00,19.33,27.61,CG,V,C,SuGOHI5
142353+013446,215.971100,1.579691,-99.000,-99.000,0.55,-99.00,-99.00,19.33,22.22,GG,"CNN Y",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI2"
084750+004210,131.960020,0.702954,-99.000,-99.000,-99.00,-99.00,-99.00,19.33,23.10,GG,Y,C,SuGOHI1
011648-003102,19.203875,-0.517250,-99.000,-99.000,0.62,-99.00,-99.00,19.34,-99.00,GG,,B,HOLISMOKES8
135042-004307,207.676410,-0.718632,-99.000,-99.000,0.57,-99.00,-99.00,19.34,23.70,GG,"CNN Y",C,"SuGOHI10 SuGOHI2"
145157+005240,222.991622,0.877844,-99.000,-99.000,-99.00,-99.00,-99.00,19.34,23.02,GG,Y,C,SuGOHI1
021914-020211,34.811595,-2.036554,-99.000,-99.000,-99.00,-99.00,-99.00,19.34,22.85,GG,Y,C,SuGOHI1
093112-000132,142.802100,-0.025500,-99.000,-99.000,0.48,1.23,-99.00,19.34,22.61,CG,V,C,SuGOHI5
083311+024513,128.298320,2.753662,-99.000,-99.000,0.51,-99.00,-99.00,19.34,21.69,GG,"VY Y",B,"SuGOHI1 SuGOHI6"
163955+433808,249.982820,43.635635,-99.000,-99.000,-99.00,-99.00,-99.00,19.34,22.97,GG,Y,C,SuGOHI2
141815+015832,214.565561,1.975640,-99.000,-99.000,-99.00,-99.00,1.40,19.34,21.84,GG,YE,A,"SuGOHI1 SuGOHI3"
142403+000835,216.014200,0.143300,-99.000,-99.000,0.54,2.25,-99.00,19.34,27.00,CG,V,C,SuGOHI5
091312+035214,138.303700,3.870800,-99.000,-99.000,0.49,-99.00,-99.00,19.34,-99.00,CG,V,B,"HOLISMOKES8 SuGOHI5"
100329+030901,150.873660,3.150327,-99.000,-99.000,-99.00,-99.00,-99.00,19.34,22.92,GG,Y,C,SuGOHI2
232249+003915,350.706491,0.654347,-99.000,-99.000,0.61,-99.00,-99.00,19.35,-99.00,GG,,B,HOLISMOKES8
224306-010750,340.778854,-1.130817,-99.000,-99.000,0.48,-99.00,-99.00,19.35,-99.00,GG,VY,B,SuGOHI6
221704+011018,334.267340,1.171709,-99.000,-99.000,0.76,-99.00,-99.00,19.35,-99.00,GG,VY,C,SuGOHI6
140051-004004,210.215870,-0.668040,-99.000,-99.000,0.37,-99.00,-99.00,19.35,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
155319+431824,238.330795,43.306754,-99.000,-99.000,0.60,-99.00,-99.00,19.35,22.96,GG,"CNN Y",A,"HOLISMOKES8 SuGOHI1 HOLISMOKES6+13"
022840-041844,37.166964,-4.312274,-99.000,-99.000,0.45,-99.00,-99.00,19.35,-99.00,GG,"CNN V",C,"SuGOHI10 SuGOHI6"
234723+003219,356.849990,0.538740,-99.000,-99.000,0.64,-99.00,-99.00,19.35,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
142720+001916,216.835623,0.321141,-99.000,1.266,0.59,-99.00,1.40,19.35,22.64,GG,"CNN Y",A,"SuGOHI1 HOLISMOKES8 SuGOHI10 SuGOHI3 HOLISMOKES6+13"
114444+002008,176.183826,0.335588,-99.000,-99.000,-99.00,-99.00,-99.00,19.35,22.15,GG,Y,C,SuGOHI1
090036+030728,135.150004,3.124720,-99.000,-99.000,-99.00,-99.00,-99.00,19.35,22.06,GG,Y,C,SuGOHI1
122032+005421,185.134990,0.905959,-99.000,-99.000,-99.00,-99.00,-99.00,19.36,22.56,GG,Y,C,SuGOHI2
100833+004033,152.141200,0.675900,-99.000,-99.000,0.46,0.64,-99.00,19.36,20.23,CG,V,C,SuGOHI5
090948+033743,137.451960,3.628806,-99.000,-99.000,-99.00,-99.00,-99.00,19.36,22.86,GG,Y,C,SuGOHI1
021910-040157,34.794232,-4.032718,-99.000,-99.000,0.43,-99.00,-99.00,19.36,-99.00,GG,V,C,SuGOHI6
012402-004559,21.010600,-0.766480,-99.000,-99.000,0.53,-99.00,-99.00,19.36,-99.00,GG,CNN,B,"HOLISMOKES8 SuGOHI10"
122229+004443,185.623800,0.745487,-99.000,-99.000,-99.00,-99.00,-99.00,19.36,22.79,GG,Y,C,SuGOHI2
160904+422622,242.268797,42.439528,-99.000,-99.000,0.60,-99.00,-99.00,19.37,-99.00,GG,"VY CNN",B,"HOLISMOKES6+13 SuGOHI6"
123019+012621,187.582000,1.439263,-99.000,-99.000,-99.00,-99.00,-99.00,19.37,22.08,GG,Y,C,SuGOHI2
120422-001719,181.094319,-0.288818,-99.000,-99.000,0.45,-99.00,-99.00,19.37,-99.00,GG,,B,HOLISMOKES8
021909-040143,34.791083,-4.028700,-99.000,-99.000,0.43,0.78,-99.00,19.37,21.65,CG,"K V",A,"More2012 SuGOHI5 More2016"
222651-002206,336.715511,-0.368448,-99.000,-99.000,0.47,-99.00,-99.00,19.38,-99.00,GG,,B,HOLISMOKES8
023322-020530,38.344300,-2.091800,-99.000,-99.000,0.74,-99.00,-99.00,19.38,-99.00,GG,"VY CNN V",A,"HOLISMOKES13 SuGOHI5 SuGOHI6"
022315-062906,35.814099,-6.485053,-99.000,-99.000,0.49,0.59,-99.00,19.38,21.12,CG,"K V Y",A,"More2012 SuGOHI1 SuGOHI5 HOLISMOKES8 More2016"
145046+011107,222.691845,1.185451,-99.000,-99.000,-99.00,-99.00,-99.00,19.38,24.01,GG,Y,C,SuGOHI1
120556+001254,181.485651,0.215195,-99.000,-99.000,0.57,1.72,-99.00,19.38,27.75,CG,"V Y",C,"SuGOHI1 SuGOHI5 SuGOHI6"
015521-022804,28.837536,-2.467801,-99.000,-99.000,0.49,-99.00,-99.00,19.38,-99.00,GG,,B,HOLISMOKES8
085657+025746,134.240086,2.963043,-99.000,-99.000,0.51,-99.00,-99.00,19.38,-99.00,GG,VY,C,SuGOHI6
222217+001202,335.573486,0.200796,-99.000,-99.000,0.41,-99.00,1.44,19.38,-99.00,GG,K,B,"Gavazzi2014 SL2S HOLISMOKES8"
023333-031448,38.387910,-3.246795,-99.000,-99.000,0.38,-99.00,-99.00,19.38,-99.00,GG,,B,HOLISMOKES8
015647-045728,29.198754,-4.958028,-99.000,-99.000,0.56,-99.00,-99.00,19.39,23.18,GG,"CNN Y",B,"HOLISMOKES6+13 SuGOHI1"
135138+002839,207.912160,0.477766,0.461,-99.000,0.27,-99.00,-99.00,19.39,21.56,GG,"CNN Y",A,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI2"
093152+000028,142.967045,0.008043,-99.000,-99.000,0.50,-99.00,-99.00,19.39,-99.00,GG,,B,HOLISMOKES8
090426+014355,136.110721,1.732027,-99.000,-99.000,0.64,-99.00,-99.00,19.39,23.16,GG,"CNN Y",C,"SuGOHI1 SuGOHI10"
090811+023343,137.049278,2.562072,0.535,-99.000,0.51,-99.00,-99.00,19.39,-99.00,GG,VY,C,SuGOHI6
231153-001830,347.973480,-0.308363,-99.000,-99.000,-99.00,-99.00,-99.00,19.39,21.96,GG,Y,C,SuGOHI2
222315-004151,335.814070,-0.697626,0.569,-99.000,0.53,-99.00,-99.00,19.39,-99.00,GG,VY,C,SuGOHI6
223654+024042,339.225500,2.678300,-99.000,-99.000,0.38,-99.00,-99.00,19.39,20.36,GG,V,B,SuGOHI5
221852+014039,334.719269,1.677518,-99.000,-99.000,0.55,-99.00,1.38,19.39,22.87,GG,"K Y",B,"Gavazzi2014 SL2S SuGOHI1 HOLISMOKES8"
022415-034430,36.063791,-3.741703,-99.000,-99.000,0.49,0.95,-99.00,19.40,21.05,GG,"VY V Y",C,"SuGOHI1 SuGOHI5 SuGOHI6"
114759+020319,176.999640,2.055297,-99.000,-99.000,-99.00,-99.00,-99.00,19.40,22.42,GG,Y,C,SuGOHI2
085829+013438,134.624760,1.577494,-99.000,-99.000,-99.00,-99.00,-99.00,19.40,23.37,GG,Y,C,SuGOHI1
115419+015713,178.583019,1.953726,0.470,-99.000,0.44,-99.00,-99.00,19.40,-99.00,GG,V,C,SuGOHI6
231334+003411,348.392420,0.569720,-99.000,-99.000,0.38,-99.00,-99.00,19.40,-99.00,GG,CNN,B,"HOLISMOKES8 HOLISMOKES13 SuGOHI10"
164151+425917,250.463400,42.988120,-99.000,-99.000,0.62,-99.00,-99.00,19.40,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
233149+003510,352.956020,0.586372,-99.000,-99.000,-99.00,-99.00,-99.00,19.40,21.87,GG,Y,C,SuGOHI2
023419-031953,38.582770,-3.331612,-99.000,-99.000,0.51,-99.00,-99.00,19.40,22.70,GG,"CNN Y",C,"SuGOHI1 SuGOHI10"
225948+000944,344.953780,0.162399,-99.000,-99.000,-99.00,-99.00,-99.00,19.40,22.61,GG,Y,C,SuGOHI2
090254+022219,135.726732,2.371958,-99.000,-99.000,0.57,-99.00,-99.00,19.40,21.75,GG,"VY Y",C,"SuGOHI1 SuGOHI6"
162026+421249,245.112329,42.213737,0.550,-99.000,0.56,-99.00,-99.00,19.40,-99.00,GG,V,C,SuGOHI6
231334+003402,348.391700,0.567400,-99.000,-99.000,0.37,1.70,-99.00,19.40,23.19,CG,V,C,SuGOHI5
121105-004905,182.771992,-0.818146,-99.000,-99.000,0.56,-99.00,-99.00,19.40,21.08,GG,Y,B,"HOLISMOKES8 SuGOHI1"
084521+011325,131.337553,1.223804,-99.000,-99.000,-99.00,-99.00,-99.00,19.41,22.07,GG,Y,C,SuGOHI1
085131+011716,132.882833,1.287919,-99.000,-99.000,-99.00,-99.00,-99.00,19.41,22.72,GG,Y,C,SuGOHI1
141311-002748,213.295875,-0.463396,-99.000,-99.000,0.54,-99.00,-99.00,19.41,-99.00,GG,V,C,SuGOHI6
023313-024007,38.306530,-2.668789,-99.000,-99.000,0.48,-99.00,-99.00,19.41,-99.00,GG,,B,HOLISMOKES8
232937+001042,352.404590,0.178560,-99.000,-99.000,0.48,-99.00,-99.00,19.41,23.21,GG,"CNN Y",B,"HOLISMOKES6+13 SuGOHI10 SuGOHI2"
235412+014547,358.553000,1.763200,-99.000,-99.000,0.41,0.57,-99.00,19.41,22.69,CG,V,C,SuGOHI5
000114+001619,0.310629,0.272141,-99.000,-99.000,0.67,-99.00,-99.00,19.41,-99.00,GG,,B,HOLISMOKES8
143508+014138,218.785862,1.694166,-99.000,-99.000,0.49,-99.00,-99.00,19.41,23.38,GG,"CNN Y",C,"SuGOHI1 SuGOHI10"
091351+014131,138.466344,1.692052,-99.000,-99.000,0.45,-99.00,-99.00,19.41,-99.00,GG,"VY CNN",B,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13 SuGOHI6"
015608-055610,29.037358,-5.936280,-99.000,-99.000,-99.00,-99.00,-99.00,19.41,21.28,GG,Y,C,SuGOHI1
145402+013809,223.512160,1.636013,-99.000,-99.000,0.57,-99.00,-99.00,19.41,23.29,GG,"CNN Y",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI2"
142747+432607,216.946560,43.435478,-99.000,-99.000,-99.00,-99.00,-99.00,19.42,21.70,GG,Y,C,SuGOHI2
135126+013338,207.860290,1.560773,-99.000,-99.000,0.59,-99.00,-99.00,19.42,22.64,GG,"CNN Y",C,"SuGOHI10 SuGOHI2"
114311-013935,175.797000,-1.659827,-99.000,-99.000,1.06,-99.00,-99.00,19.42,20.79,GG,"CNN Y",A,"HOLISMOKES6+13 SuGOHI10 SuGOHI2"
023308-053923,38.285500,-5.656400,-99.000,-99.000,0.35,-99.00,-99.00,19.42,-99.00,GG,V,C,SuGOHI5
141001+012956,212.504360,1.499157,-99.000,-99.000,0.59,0.68,-99.00,19.42,20.79,CG,"CNN V Y",A,"HOLISMOKES13 SuGOHI5 HOLISMOKES8 LinKS SuGOHI2"
093229-001900,143.122791,-0.316937,-99.000,-99.000,0.59,-99.00,-99.00,19.42,-99.00,GG,,B,HOLISMOKES8
021408-053532,33.533625,-5.592331,-99.000,-99.000,0.47,1.15,-99.00,19.43,22.93,CG,"K V",A,"More2012 SuGOHI5 More2016"
095102-000356,147.761590,-0.065766,-99.000,-99.000,-99.00,-99.00,-99.00,19.43,21.95,GG,Y,C,SuGOHI2
114842-012049,177.178799,-1.347128,-99.000,-99.000,0.50,-99.00,-99.00,19.43,22.56,GG,"CNN Y",C,"SuGOHI1 SuGOHI10"
124856-000207,192.233990,-0.035329,-99.000,-99.000,0.57,-99.00,-99.00,19.43,23.89,GG,"CNN Y",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI2"
142811-005021,217.048583,-0.839220,-99.000,-99.000,0.70,-99.00,-99.00,19.43,-99.00,GG,"VY CNN",B,"HOLISMOKES8 HOLISMOKES6+13 SuGOHI6"
231034+024756,347.643050,2.799031,-99.000,-99.000,-99.00,-99.00,-99.00,19.43,21.68,GG,Y,C,SuGOHI2
230624+020506,346.602000,2.085100,-99.000,-99.000,0.60,1.02,-99.00,19.44,21.19,CG,V,C,SuGOHI5
115823+004920,179.598239,0.822430,-99.000,-99.000,0.71,-99.00,-99.00,19.44,-99.00,GG,,B,HOLISMOKES8
115558-014442,178.993970,-1.745170,-99.000,-99.000,0.56,-99.00,-99.00,19.44,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
145932+001908,224.885071,0.319021,0.537,-99.000,0.49,-99.00,-99.00,19.44,-99.00,GG,V,C,SuGOHI6
142528-011504,216.366954,-1.251233,-99.000,-99.000,0.54,-99.00,-99.00,19.44,-99.00,GG,V,B,"HOLISMOKES8 SuGOHI6"
115550+012832,178.960390,1.475730,-99.000,-99.000,0.56,-99.00,-99.00,19.44,-99.00,GG,CNN,A,"HOLISMOKES8 SuGOHI10"
220925+025404,332.355307,2.901233,0.578,-99.000,0.58,-99.00,-99.00,19.44,-99.00,GG,V,C,SuGOHI6
095428+021458,148.619841,2.249650,-99.000,-99.000,0.60,-99.00,-99.00,19.44,-99.00,GG,,B,HOLISMOKES8
015831-010653,29.630458,-1.114956,-99.000,-99.000,-99.00,-99.00,-99.00,19.44,22.99,GG,Y,C,SuGOHI2
023707-023537,39.281615,-2.593682,-99.000,-99.000,0.68,-99.00,-99.00,19.44,23.38,GG,"VY CNN Y",B,"SuGOHI1 SuGOHI6 HOLISMOKES8 SuGOHI10 HOLISMOKES6+13"
020320-063929,30.833924,-6.658274,-99.000,-99.000,-99.00,-99.00,-99.00,19.45,21.94,GG,Y,C,SuGOHI1
023759-030657,39.498033,-3.116105,-99.000,-99.000,0.65,-99.00,-99.00,19.45,24.22,GG,Y,B,"HOLISMOKES8 SuGOHI2"
015347-042419,28.449350,-4.405541,-99.000,-99.000,0.72,-99.00,-99.00,19.45,-99.00,GG,,B,HOLISMOKES8
123825+003212,189.604290,0.536791,-99.000,-99.000,-99.00,-99.00,-99.00,19.45,22.63,GG,Y,B,SuGOHI2
160919+442149,242.332403,44.363623,-99.000,-99.000,0.52,-99.00,-99.00,19.45,-99.00,GG,"VY CNN",B,"HOLISMOKES6+13 SuGOHI10 SuGOHI6"
